TIMESTAMPms	M201RAWIMUxacc	M201RAWIMUxmag	M201RAWIMUyacc	M201RAWIMUymag	M201RAWIMUzacc	M201RAWIMUzmag
67804	-1024	-157	1344	-359	-3545	343
67900	-576	-161	1536	-359	-4058	336
68000	-384	-174	1152	-337	-3788	334
68104	-320	-181	960	-316	-3788	337
68200	-704	-184	960	-323	-4071	328
68304	-448	-181	832	-324	-3758	333
68400	-384	-173	1280	-342	-3911	331
68500	-384	-174	1216	-345	-3990	331
68604	-768	-180	896	-335	-3942	334
68700	-768	-175	896	-338	-3995	334
68804	-320	-183	1024	-334	-4060	331
68900	-320	-187	896	-332	-3935	330
69000	-512	-194	704	-323	-4053	329
69104	-448	-197	576	-323	-3911	329
69200	-512	-212	384	-309	-4032	334
69304	-256	-234	128	-286	-4048	322
69400	64	-240	128	-278	-4055	309
69500	192	-247	64	-272	-4039	307
69604	320	-271	-192	-233	-4040	291
69700	384	-288	-448	-231	-3787	276
69804	576	-315	-512	-203	-4029	257
69900	1216	-359	-832	-147	-3765	184
70000	1472	-378	-1408	-128	-3272	144
70104	1792	-412	-1920	-90	-2989	46
70200	2112	-421	-2496	-77	-1991	-7
70304	2368	-425	-2688	-61	-1492	-90
70400	2560	-422	-2752	-74	-960	-153
70500	2752	-393	-2688	-101	77	-263
70604	2560	-382	-3008	-106	1081	-298
70700	2304	-342	-2944	-150	1355	-363
70804	2496	-315	-2432	-170	2116	-393
70900	2176	-268	-2048	-220	2389	-441
71000	1792	-236	-2112	-250	3157	-462
71104	1408	-167	-1600	-308	3656	-483
71200	896	-133	-1216	-353	4183	-492
71304	448	-72	-512	-420	4201	-479
71400	192	-32	0	-461	4423	-465
71500	-576	33	512	-525	4162	-421
71604	-896	54	896	-551	4156	-399
71700	-1536	96	1152	-593	3916	-339
71804	-2048	121	1728	-622	3430	-290
71900	-2240	149	2240	-655	2870	-193
72000	-2368	151	2752	-663	2365	-159
72104	-2816	155	2624	-668	1886	-57
72200	-3072	152	3008	-671	1095	-13
72304	-2624	136	3136	-651	581	69
72400	-3072	127	2944	-647	-180	109
72500	-2816	90	3008	-614	-966	185
72604	-2752	72	2880	-598	-1481	210
72700	-2496	24	2624	-550	-1981	267
72804	-2304	-4	2432	-521	-2509	291
72900	-1600	-62	2112	-466	-3020	324
73000	-1344	-77	1856	-452	-3295	327
73104	-1536	-87	1728	-439	-3540	331
73200	-1408	-100	1792	-428	-3799	340
73304	-1280	-123	1536	-406	-3797	340
73400	-832	-133	1472	-393	-3824	337
73500	-896	-138	1280	-393	-3762	335
73604	-1024	-138	896	-377	-3707	340
73700	-832	-138	1152	-385	-3603	335
73804	-1024	-142	1024	-381	-3870	337
73900	-896	-145	896	-382	-3774	334
74000	-960	-143	960	-382	-3866	334
74104	-896	-148	896	-381	-3769	336
74200	-576	-145	896	-377	-4057	342
74304	-1024	-151	640	-372	-4093	337
74400	-704	-167	640	-366	-4009	334
74500	-320	-201	640	-346	-4033	324
74604	-192	-229	192	-328	-4064	311
74700	64	-233	128	-323	-4043	313
74804	192	-287	256	-284	-4264	282
74900	512	-332	-448	-253	-3746	244
75000	1344	-392	-832	-212	-3524	169
75104	1920	-404	-1152	-195	-3254	150
75200	2176	-436	-1408	-176	-2762	69
75304	2688	-449	-1728	-166	-2181	16
75400	2880	-457	-2176	-158	-1490	-55
75500	2816	-456	-2176	-158	-1229	-77
75604	3072	-454	-2240	-159	-977	-129
75700	3136	-449	-2048	-160	-723	-163
75804	3200	-434	-2240	-167	-180	-222
75900	3072	-423	-2368	-178	337	-256
76000	3136	-379	-2176	-202	1078	-339
76104	2816	-355	-2176	-221	1850	-357
76200	2624	-308	-1792	-246	2108	-413
76304	2304	-279	-1920	-269	2631	-434
76400	1984	-200	-1472	-316	3383	-474
76500	1664	-163	-1088	-343	3645	-481
76604	1088	-109	-896	-378	3892	-488
76700	960	-87	-512	-390	3907	-480
76804	0	0	-448	-441	4157	-466
76900	-128	38	192	-479	4165	-449
77000	-896	106	576	-524	4153	-400
77104	-1344	132	960	-534	3931	-375
77200	-1856	197	1472	-590	3688	-273
77304	-2816	212	1664	-602	3123	-228
77400	-2624	227	1984	-614	2628	-187
77500	-2880	237	2176	-619	2118	-138
77604	-3328	235	2304	-624	1344	-20
77700	-3584	228	2368	-617	839	23
77804	-3520	203	2560	-597	66	99
77900	-3520	187	2368	-599	-438	130
78000	-3200	150	2432	-576	-954	191
78104	-3264	128	2112	-563	-1480	212
78200	-2688	75	2304	-518	-2228	273
78304	-2496	49	1856	-512	-2504	288
78400	-2240	-3	1728	-481	-3020	313
78500	-1856	-22	1664	-468	-3276	319
78604	-1728	-55	1536	-442	-3528	331
78700	-1344	-66	1472	-438	-3542	333
78804	-1408	-99	1280	-415	-3792	337
78900	-1280	-111	832	-409	-3790	335
79000	-1024	-147	640	-383	-3820	334
79104	-1024	-159	704	-376	-3857	334
79200	-704	-163	640	-370	-3875	330
79304	-640	-174	640	-367	-4078	333
79400	-384	-181	768	-363	-3862	328
79500	-512	-187	384	-363	-3998	326
79604	-384	-192	320	-355	-3969	324
79700	-320	-197	320	-366	-3847	322
79804	-320	-201	384	-365	-3894	315
79900	-64	-204	384	-369	-3922	319
80000	-64	-206	320	-365	-4062	317
80104	-192	-221	128	-361	-4075	325
80200	0	-224	128	-353	-3840	315
80304	64	-233	256	-357	-4306	308
80400	128	-247	128	-352	-4038	303
80500	256	-291	-128	-334	-4045	277
80604	896	-296	0	-329	-4054	272
80700	768	-334	-64	-312	-4022	243
80804	1472	-384	-384	-294	-3470	192
80900	2432	-447	-896	-266	-2796	86
81000	2560	-452	-1152	-265	-2774	73
81104	2880	-473	-1088	-238	-2214	-45
81200	3328	-474	-1536	-249	-939	-96
81304	3648	-461	-1600	-242	-399	-185
81400	3328	-445	-1728	-260	346	-236
81500	3648	-401	-1536	-271	844	-318
81604	3264	-373	-1344	-280	1623	-342
81700	2880	-296	-1344	-309	2381	-419
81804	2304	-244	-1088	-332	2897	-451
81900	1600	-147	-960	-365	3640	-483
82000	1280	-116	-768	-380	3889	-488
82104	1216	-60	-448	-399	4163	-487
82200	320	-12	-320	-420	4184	-481
82304	-448	113	192	-469	4169	-431
82400	-1152	158	512	-492	3908	-401
82500	-2048	228	768	-520	3674	-330
82604	-2368	255	1152	-533	3391	-277
82700	-3072	290	1152	-554	2888	-198
82804	-3264	295	1408	-554	2379	-163
82900	-3584	307	1536	-562	1632	-75
83000	-3712	301	1664	-559	1088	-35
83104	-3648	286	1856	-557	572	51
83200	-3840	269	1600	-550	-182	90
83304	-3776	215	1664	-532	-978	191
83400	-3456	191	1792	-522	-1743	213
83500	-3328	131	1472	-502	-2244	262
83604	-2944	74	1472	-482	-2759	302
83700	-2560	44	1152	-468	-3015	315
83804	-2112	-11	1152	-446	-3281	334
83900	-1856	-41	1088	-434	-3542	332
84000	-1344	-90	960	-416	-3803	333
84104	-1280	-105	576	-399	-3804	333
84200	-960	-136	768	-399	-4047	333
84304	-832	-145	704	-393	-4044	332
84400	-448	-165	384	-387	-4064	330
84500	-768	-169	384	-387	-4081	327
84604	-512	-168	192	-389	-3912	326
84700	-384	-163	384	-393	-4011	329
84804	-512	-168	256	-398	-4143	323
84900	-320	-170	448	-401	-3920	324
85000	-320	-170	320	-405	-4058	322
85104	-64	-172	384	-398	-4051	322
85200	-192	-238	128	-393	-4027	295
85304	384	-259	256	-387	-4057	289
85400	640	-266	192	-385	-4054	285
85500	704	-292	192	-385	-4031	268
85604	1088	-356	-192	-369	-3781	225
85700	1920	-374	-64	-355	-3528	205
85804	2240	-420	-128	-353	-3250	138
85900	2560	-442	-384	-348	-2746	86
86000	3264	-468	-448	-342	-2001	3
86104	3328	-475	-576	-337	-1751	-23
86200	3392	-474	-512	-342	-1468	-95
86304	3776	-472	-704	-339	-652	-147
86400	3776	-408	-704	-349	617	-292
86500	3776	-381	-640	-350	1342	-331
86604	3456	-333	-704	-357	2105	-384
86700	3200	-312	-576	-358	2345	-397
86804	3008	-242	-256	-370	2631	-444
86900	2432	-196	-448	-380	3392	-465
87000	1920	-106	-448	-393	3648	-484
87104	1280	-63	-256	-401	3898	-488
87200	832	-12	-192	-412	4145	-480
87304	384	23	-128	-417	4161	-479
87400	0	103	0	-430	4153	-464
87500	-576	139	128	-440	4165	-440
87604	-1536	221	128	-453	3900	-380
87700	-2048	257	512	-466	3656	-345
87804	-2816	313	320	-461	3423	-270
87900	-3264	337	768	-483	2889	-211
88000	-3392	355	896	-483	2078	-121
88104	-3968	355	960	-487	1339	-31
88200	-3968	340	1024	-486	586	38
88304	-4032	298	960	-479	-171	128
88400	-4032	268	832	-479	-968	175
88500	-3776	216	832	-470	-1471	232
88604	-3456	182	1024	-466	-2257	260
88700	-3264	129	1024	-456	-2766	290
88804	-2816	102	768	-449	-3018	304
88900	-2560	39	704	-442	-3277	326
89000	-2240	15	640	-438	-3538	330
89104	-1920	-19	576	-435	-3536	334
89200	-1792	-42	512	-422	-3794	336
89304	-1536	-70	320	-426	-3786	337
89400	-1088	-83	768	-423	-4057	339
89500	-1216	-89	512	-420	-4088	336
89604	-1152	-90	384	-422	-4020	337
89700	-1152	-89	320	-420	-3624	335
89804	-1152	-86	384	-423	-4019	332
89900	-832	-88	384	-424	-3909	337
90000	-896	-87	512	-424	-4086	334
90104	-1280	-85	192	-424	-4083	335
90200	-832	-86	384	-425	-4071	335
90304	-960	-97	192	-415	-4046	333
90400	-640	-115	256	-427	-4040	330
90500	-192	-163	128	-427	-4047	315
90604	-256	-175	64	-428	-4034	315
90700	64	-229	256	-427	-4264	294
90804	576	-273	256	-431	-4008	268
90900	1536	-349	256	-425	-3777	204
91000	1856	-363	64	-427	-3272	186
91104	2112	-402	192	-415	-3250	138
91200	2880	-428	256	-414	-2757	87
91304	2944	-446	192	-426	-2279	34
91400	3200	-452	64	-423	-1998	10
91500	3584	-455	-192	-426	-1458	-68
91604	4032	-453	256	-411	-954	-125
91700	4032	-435	192	-420	-188	-196
91804	3840	-423	-192	-417	395	-235
91900	3584	-349	0	-421	1118	-350
92000	3328	-302	-64	-411	2342	-393
92104	2816	-244	-64	-413	2626	-430
92200	2560	-205	-192	-399	3166	-450
92304	1984	-73	256	-407	3675	-479
92400	1024	-17	-192	-406	4153	-493
92500	704	50	64	-404	4150	-481
92604	64	166	-192	-399	4204	-445
92700	-1280	253	-128	-404	4207	-383
92804	-2368	353	128	-407	3642	-260
92900	-3136	374	128	-406	2637	-218
93000	-3840	397	256	-407	2128	-99
93104	-3968	395	192	-398	1351	-46
93200	-4032	382	256	-413	602	31
93304	-4288	366	192	-411	66	80
93400	-4032	325	192	-416	-457	147
93500	-4032	298	192	-416	-1214	180
93604	-3840	235	128	-419	-1726	244
93700	-3456	197	256	-418	-2494	266
93804	-3008	129	128	-421	-2763	311
93900	-2624	105	320	-420	-3012	310
94000	-2304	36	256	-421	-3527	332
94104	-2048	10	64	-422	-3531	342
94200	-1536	-56	128	-425	-3791	338
94304	-1216	-83	256	-425	-4048	335
94400	-1024	-134	64	-423	-4054	322
94500	-448	-160	128	-424	-4049	322
94604	-256	-180	192	-425	-4046	312
94700	64	-199	128	-417	-4033	308
94804	256	-241	192	-426	-4052	285
94900	640	-242	128	-429	-4049	286
95000	704	-274	384	-425	-4042	267
95104	1088	-286	128	-425	-3835	263
95200	960	-265	448	-423	-4069	273
95304	832	-242	256	-424	-4087	286
95400	320	-209	64	-424	-4063	304
95500	320	-219	128	-422	-4052	300
95604	576	-254	128	-425	-4054	281
95700	896	-262	256	-420	-4078	278
95804	576	-237	64	-421	-3825	301
95900	320	-230	128	-424	-4069	295
96000	320	-227	128	-428	-4050	294
96104	512	-240	128	-421	-4064	301
96200	576	-246	256	-425	-4082	287
96304	640	-241	192	-423	-4078	289
96400	640	-230	192	-423	-4066	295
96500	576	-232	192	-421	-4062	290
96604	512	-239	128	-411	-4065	294
96700	576	-238	192	-412	-4068	294
96804	640	-237	192	-423	-4063	289
96900	576	-235	192	-423	-4062	292
97000	576	-234	192	-422	-4066	292
97104	640	-239	128	-411	-4068	293
97200	512	-236	128	-422	-4069	295
97304	576	-238	128	-412	-4067	296
97400	576	-235	192	-423	-4069	290
97500	576	-237	192	-421	-4069	290
97604	576	-241	128	-416	-4066	299
97700	576	-236	128	-422	-4079	292
97804	576	-236	256	-411	-4065	289
97900	512	-240	128	-422	-4071	291
98000	576	-235	192	-423	-4066	294
98104	640	-239	128	-422	-4053	292
98200	576	-236	192	-420	-4075	299
98304	576	-236	192	-418	-4076	300
98400	576	-237	256	-423	-4065	293
98500	640	-234	192	-422	-4074	289
98604	640	-237	192	-411	-4063	297
98700	640	-234	192	-422	-4065	289
98804	576	-236	192	-424	-4073	292
98900	640	-237	128	-421	-4072	293
99000	576	-235	192	-424	-4061	291
99104	576	-237	192	-415	-4065	301
99200	640	-237	192	-421	-4065	301
99304	512	-235	192	-420	-4065	290
